BorrowerID,LoanDate,LoanAmount,InterestRate,LoanTermMonths,CreditScore,AnnualIncome,DebtToIncomeRatio,EmploymentLengthYears,HomeOwnership,Purpose,MonthlyPayment,OpenAccounts,TotalAccounts,MonthsSinceLastDelinquency,RevolvingUtilization,HasBankruptcies,HasTaxLiens,State,Age,EducationLevel,MaritalStatus,NumberOfDependents,TimeAtCurrentAddressMonths,Defaulted
1604,2021-08-02,16996,0.1735863119692596,12,628,69695,0.43572901565018063,2,Rent,Debt Consolidation,1824,5,8,54.0,0.2605064492602319,0,0,OH,51,Associate's,Divorced,1,89,0
1605,2023-10-12,38772,0.11836945709961842,24,790,183819,0.22621559705101998,1,Mortgage,Business,962,4,16,55.0,0.4162615928493666,0,0,TX,28,PhD,Divorced,1,219,0
1606,2023-07-14,27762,0.22477499110420368,12,819,149544,0.10927916826176279,2,Mortgage,Other,1970,6,7,40.0,0.6811289513243032,0,0,FL,69,Bachelor's,Divorced,4,94,0
1607,2022-08-09,14283,0.0525814455961984,60,685,172254,0.44960433876868855,4,Rent,Business,176,8,7,22.0,0.876017669650776,0,0,CA,44,Master's,Divorced,1,158,1
1608,2023-09-08,40420,0.09533813041498473,36,558,29415,0.4223968012303748,1,Mortgage,Home Improvement,395,6,19,39.0,0.05147568406713654,0,0,OH,58,High School,Married,4,107,0
1609,2021-09-26,20554,0.1633785592499072,48,500,162157,0.30540463118717076,18,Rent,Home Improvement,1342,3,20,10.0,0.30101967602712143,0,0,MI,28,Master's,Married,1,34,0
1610,2022-09-14,21219,0.12030845200993961,48,630,166080,0.3628430279597531,19,Mortgage,Other,1400,9,21,46.0,0.5689858479644604,0,0,NY,59,PhD,Single,1,33,0
1611,2023-05-03,35919,0.17207549906366554,36,566,107638,0.5735845958528798,1,Mortgage,Home Improvement,1701,3,20,5.0,0.6183130813761835,0,0,OH,50,Master's,Widowed,1,160,0
1612,2022-07-09,10429,0.05482203868173337,12,792,38452,0.3976000904527188,1,Mortgage,Debt Consolidation,1771,4,3,33.0,0.07002743849986082,0,0,PA,55,PhD,Married,4,234,0
1613,2022-01-07,47840,0.0732917860963425,24,784,159192,0.42894196766826576,19,Mortgage,Home Improvement,845,13,4,,0.6640787378420733,0,0,FL,60,PhD,Married,1,12,0
1614,2023-09-17,45695,0.07541924804368785,12,588,130205,0.13195566047457055,17,Rent,Credit Card Refinancing,1834,5,15,34.0,0.5280643656085743,0,0,NY,62,PhD,Widowed,3,233,0
1615,2020-06-18,40673,0.08785672918320189,36,599,38170,0.18299723033756263,19,Rent,Other,1389,11,23,24.0,0.8276273793621446,0,0,OH,66,Master's,Widowed,3,87,0
1616,2021-06-04,20218,0.14186628816010857,36,688,36259,0.25047613820579406,13,Mortgage,Other,999,2,26,28.0,0.2221891762083007,0,0,OH,68,Associate's,Single,3,93,1
1617,2020-02-09,13452,0.20042573990871426,24,845,42099,0.3696896590140716,14,Own,Other,142,11,5,22.0,0.1950269850218761,0,0,IL,39,High School,Single,3,107,0
1618,2023-07-08,49980,0.23110776758578022,60,740,160721,0.4882954479916606,11,Rent,Credit Card Refinancing,1484,10,23,17.0,0.7933372219279557,1,0,NC,68,PhD,Divorced,3,193,0
1619,2023-11-19,19951,0.21707450605684922,60,769,149394,0.26062043889429354,10,Mortgage,Business,1351,11,18,13.0,0.7038691289396163,0,0,TX,64,Bachelor's,Single,0,212,0
1620,2022-08-12,2307,0.08937757435513671,24,718,79258,0.27819121523938695,10,Rent,Debt Consolidation,326,10,29,16.0,0.7916733605776747,0,0,NC,46,PhD,Single,1,10,0
1621,2023-06-03,15852,0.1382301104461265,60,675,192109,0.22807544258687443,6,Own,Other,1186,2,7,1.0,0.7819341410280795,0,0,IL,48,Master's,Widowed,2,125,0
1622,2022-09-10,26232,0.089882319551707,48,840,31805,0.22730466464765295,11,Own,Home Improvement,270,6,29,30.0,0.10400067583046069,0,0,NY,48,PhD,Married,0,19,0
1623,2023-02-21,36428,0.10289436333343815,60,732,63147,0.5744319229473983,15,Own,Debt Consolidation,1062,14,20,18.0,0.27858304729915084,0,0,NC,33,Bachelor's,Divorced,4,23,0
1624,2022-09-01,44171,0.15070939630237723,60,650,94280,0.41772858980944505,4,Mortgage,Home Improvement,861,2,10,31.0,0.26008513613644635,0,0,CA,44,Associate's,Single,0,128,1
1625,2020-02-07,27485,0.06362180494470451,60,776,197125,0.17795062176997342,1,Mortgage,Debt Consolidation,949,10,5,53.0,0.9345872814168397,0,0,CA,38,Master's,Widowed,2,85,0
1626,2020-11-23,11238,0.09363486591865465,48,728,126777,0.46112428904213,15,Own,Debt Consolidation,1885,1,8,27.0,0.48746657405034555,0,0,OH,65,Master's,Divorced,0,185,0
1627,2023-06-28,39975,0.23707563226142347,60,670,117841,0.46101057168001447,14,Rent,Home Improvement,406,8,5,40.0,0.11105713270001738,0,0,TX,28,Master's,Divorced,1,107,1
1628,2023-04-14,2140,0.1432232585316978,48,722,144726,0.43323509802685256,10,Rent,Home Improvement,1873,10,12,7.0,0.28957790593001875,0,0,GA,45,Bachelor's,Widowed,3,99,0
1629,2022-07-02,25842,0.13907730519557446,24,712,148359,0.1673602225453318,5,Own,Debt Consolidation,667,14,23,41.0,0.8719016485164715,0,0,OH,28,Master's,Single,1,59,0
1630,2021-03-29,27421,0.05291343095025578,12,781,96215,0.3039957417347935,12,Mortgage,Other,1806,10,24,40.0,0.8470663781653133,0,0,OH,50,Associate's,Single,0,224,1
1631,2020-02-06,2708,0.09947994941166916,24,540,132909,0.15337816524720657,18,Rent,Home Improvement,1091,13,3,58.0,0.9003394834405374,0,0,CA,49,High School,Single,2,182,0
1632,2023-09-01,4630,0.22325848719643626,12,621,115365,0.5083102520460683,9,Rent,Credit Card Refinancing,133,1,11,58.0,0.38852877273702,0,0,CA,44,High School,Single,4,74,0
1633,2022-08-30,20595,0.08292568565173375,24,726,30985,0.42758607158895967,18,Rent,Credit Card Refinancing,926,10,7,39.0,0.6413409614899965,0,0,NY,31,PhD,Divorced,1,2,0
1634,2022-03-06,11485,0.13302498790694423,12,793,32391,0.3536019683839092,4,Mortgage,Debt Consolidation,1765,14,9,38.0,0.2781739198753237,0,0,NY,37,High School,Married,2,228,0
1635,2022-08-30,29308,0.05286618117340025,12,587,24861,0.2715077382502983,6,Own,Business,229,6,16,21.0,0.18082533115237387,0,0,IL,64,Bachelor's,Divorced,4,48,1
1636,2021-08-15,45789,0.14566709633411118,36,766,54364,0.1921247372472167,10,Mortgage,Debt Consolidation,1517,12,14,23.0,0.02190107592636792,0,0,NC,69,High School,Divorced,3,6,0
1637,2023-02-11,27086,0.054204221345243435,12,528,102399,0.15322379441655395,13,Rent,Debt Consolidation,1274,14,29,37.0,0.22344094968934947,0,0,OH,55,Bachelor's,Widowed,1,43,0
1638,2022-11-29,17859,0.21392191061316,12,746,62923,0.5846203037684498,15,Own,Other,754,1,23,1.0,0.6043741368922729,0,1,NY,46,Bachelor's,Divorced,1,145,0
1639,2023-08-17,8684,0.21497075349742073,36,815,158991,0.19982432097801153,17,Mortgage,Other,729,8,3,40.0,0.9042103136067927,0,0,IL,23,PhD,Single,3,127,0
1640,2020-08-11,26552,0.20754843766047398,60,743,105818,0.12993731336069284,3,Own,Business,1839,14,21,40.0,0.13342055321544177,0,0,IL,26,High School,Widowed,3,79,0
1641,2020-11-13,2207,0.10667281377822364,60,560,198468,0.5808333860912482,0,Rent,Business,1507,5,2,18.0,0.918011560965442,0,0,GA,35,PhD,Widowed,0,164,1
1642,2020-12-14,47099,0.21744744364436364,36,646,185912,0.3744758706789135,14,Mortgage,Business,1870,3,16,40.0,0.34538523487172135,0,0,NC,52,Master's,Widowed,4,152,0
1643,2020-04-24,2960,0.15859962652105386,48,673,193327,0.4983283674955714,13,Own,Business,1140,5,8,1.0,0.4268284076143207,0,0,GA,61,Associate's,Widowed,2,121,0
1644,2021-11-28,1557,0.1247616217734005,12,777,91160,0.12188292359915928,18,Mortgage,Business,693,13,25,27.0,0.3649785404687468,0,1,NY,27,High School,Widowed,3,232,0
1645,2023-09-08,30689,0.1750659919408466,12,833,148165,0.3834729287398273,4,Rent,Debt Consolidation,1137,1,27,31.0,0.4086081399197039,0,0,FL,49,Master's,Single,0,120,0
1646,2022-11-29,49651,0.052468209212074804,36,641,159248,0.2991049820589976,3,Own,Debt Consolidation,180,1,19,18.0,0.25919314918766523,0,0,NY,30,Master's,Married,4,189,0
1647,2020-02-09,14893,0.07859217552015044,36,543,53529,0.4859822171749417,12,Rent,Credit Card Refinancing,1330,12,11,15.0,0.6986046783114386,0,0,PA,27,PhD,Married,4,29,0
1648,2023-08-05,33272,0.19845870763405257,48,643,164013,0.1192128228195293,17,Own,Credit Card Refinancing,303,14,16,29.0,0.7581831102701669,0,0,FL,38,PhD,Widowed,1,78,0
1649,2023-07-09,1882,0.0988323217432306,60,832,21669,0.30084528428080715,11,Rent,Home Improvement,1502,4,6,21.0,0.8231128908522648,0,1,OH,61,Associate's,Married,0,58,0
1650,2020-08-03,38529,0.16960182346574992,24,554,137373,0.49953670974309805,14,Rent,Debt Consolidation,1907,9,28,13.0,0.34128958335996706,0,0,NY,56,Associate's,Divorced,0,194,0
1651,2023-03-16,39635,0.12702052056460594,60,806,64859,0.361348632319185,8,Mortgage,Business,1667,14,25,51.0,0.7646268910277948,0,0,NC,33,Associate's,Married,1,214,0
1652,2020-12-01,30535,0.2209611557598523,12,660,75786,0.375019370499302,3,Rent,Home Improvement,122,9,12,55.0,0.6376753574768151,0,0,IL,66,Associate's,Divorced,2,239,0
1653,2023-04-06,13869,0.24048306119932872,36,784,191148,0.14858234098298276,4,Mortgage,Other,713,1,9,,0.9579160868403928,0,0,CA,39,PhD,Single,3,181,1
1654,2020-04-01,8166,0.2267129456740381,48,824,40323,0.1661652780600457,8,Rent,Debt Consolidation,1285,3,22,44.0,0.4247851666985476,0,0,TX,64,Bachelor's,Widowed,1,70,0
1655,2020-12-18,13982,0.10412399893871933,60,697,26021,0.4384998026828929,12,Rent,Credit Card Refinancing,1733,13,9,53.0,0.9923097278833546,0,0,FL,55,PhD,Divorced,3,9,0
1656,2021-07-24,41697,0.08883257380921646,48,658,59807,0.4375233111449599,9,Rent,Debt Consolidation,243,12,7,1.0,0.7403940300078714,0,1,TX,67,Bachelor's,Single,0,204,0
1657,2022-03-26,39115,0.144886978724147,60,579,148305,0.5895516971261366,15,Own,Debt Consolidation,203,4,16,21.0,0.7762777549589974,0,0,PA,22,PhD,Single,1,170,0
1658,2022-02-19,8269,0.051466830167236056,12,530,70355,0.4559764940327752,12,Mortgage,Debt Consolidation,1505,2,16,45.0,0.025704860109661,0,0,PA,36,PhD,Widowed,2,39,0
1659,2020-12-28,29064,0.05516187857263635,24,611,133415,0.3466217479667236,3,Own,Debt Consolidation,1578,7,6,32.0,0.49739835133609644,0,0,MI,39,Associate's,Married,3,197,0
1660,2021-07-10,14527,0.16065812792460002,48,545,195804,0.5286639117667764,12,Mortgage,Other,1540,3,14,14.0,0.5283367123120252,0,0,OH,43,Bachelor's,Single,3,122,0
1661,2023-09-30,3454,0.1540898808330572,48,704,28711,0.15223649290796812,7,Rent,Credit Card Refinancing,423,1,15,49.0,0.040600101920599596,0,0,NC,39,Master's,Married,3,168,0
1662,2023-04-08,21878,0.248916397807052,24,551,27904,0.32464791044812724,12,Own,Debt Consolidation,1294,1,12,40.0,0.312131223490555,0,0,MI,22,Master's,Married,0,59,0
1663,2020-12-21,13991,0.09036836707275163,48,637,84033,0.24355455546378488,14,Mortgage,Other,675,3,21,21.0,0.9556441806277962,0,0,NC,67,Master's,Married,3,44,0
1664,2020-07-09,3808,0.10162078583209369,48,573,106478,0.1523189034638128,19,Rent,Home Improvement,1879,6,22,39.0,0.4261114363601356,0,0,OH,41,Associate's,Divorced,4,65,0
1665,2021-02-25,40410,0.07270812846525734,60,540,140035,0.4817510423601832,19,Mortgage,Debt Consolidation,1706,4,13,38.0,0.18670198455830744,0,0,CA,69,Master's,Married,3,202,1
1666,2021-11-30,37593,0.23350860193074896,60,576,23093,0.355396015249442,12,Mortgage,Other,373,1,21,40.0,0.5133387070264082,0,0,TX,57,PhD,Married,0,11,0
1667,2020-01-07,37304,0.20556224889169017,24,686,44918,0.3783843599487453,4,Rent,Business,551,7,2,40.0,0.03376557722046525,0,0,IL,59,Associate's,Single,1,91,0
1668,2020-05-12,31386,0.21446782229136951,12,551,160466,0.3056275939551645,5,Own,Home Improvement,980,2,4,10.0,0.5159886999708573,0,0,MI,46,Master's,Widowed,3,215,0
1669,2021-07-10,49077,0.23055275759290175,48,586,144501,0.3301686158013676,4,Rent,Credit Card Refinancing,224,12,9,3.0,0.5942683060300878,0,0,PA,37,Associate's,Divorced,3,84,0
1670,2022-04-05,4802,0.15497999734516765,12,608,112510,0.15800869356150157,12,Own,Debt Consolidation,1506,5,24,6.0,0.35769436255300624,1,0,PA,41,PhD,Married,1,5,0
1671,2022-01-30,29753,0.14023863829014474,24,724,113708,0.4364589121434882,4,Mortgage,Debt Consolidation,416,8,13,20.0,0.7625761980935596,0,0,IL,59,Associate's,Widowed,4,205,0
1672,2022-11-20,22083,0.11607829473312331,24,747,117819,0.3162236798026069,12,Mortgage,Other,1966,7,16,6.0,0.13571407700100535,0,0,PA,68,Master's,Married,0,114,0
1673,2021-06-18,19354,0.16784292286957112,60,568,164352,0.5083837865647917,19,Mortgage,Credit Card Refinancing,206,11,24,3.0,0.8781834098806967,0,0,NC,54,Associate's,Married,1,202,0
1674,2021-03-01,23190,0.1408556793579645,48,619,56303,0.19814360007153806,7,Own,Business,1783,12,28,11.0,0.9554449103904202,0,0,CA,28,High School,Single,0,177,0
1675,2023-11-18,7142,0.14031311732111504,36,566,47453,0.2025275467094179,8,Rent,Home Improvement,1006,8,4,57.0,0.0012345246028885315,0,0,CA,44,Master's,Widowed,1,179,0
1676,2021-11-02,29398,0.2373855727462278,24,560,128886,0.4228797857653439,18,Own,Credit Card Refinancing,1586,13,26,26.0,0.8427216600431593,0,1,NC,32,PhD,Single,2,164,0
1677,2020-12-28,42862,0.24680630285582605,48,826,80695,0.5230017116986985,19,Mortgage,Debt Consolidation,529,10,23,58.0,0.5061051489073335,0,0,GA,54,Bachelor's,Single,4,105,1
1678,2020-03-22,34132,0.20929687786591616,12,690,176837,0.33609891930908764,14,Mortgage,Other,803,14,9,16.0,0.46140563383851674,0,0,NC,61,Associate's,Married,2,16,0
1679,2020-12-21,20503,0.20135161804938567,60,688,153412,0.46347693436655,9,Rent,Business,1460,11,25,19.0,0.2386791068743811,0,0,OH,67,Associate's,Married,1,7,0
1680,2023-07-05,49456,0.1861116323558203,12,650,58057,0.5996649607465429,10,Own,Other,1861,6,20,30.0,0.4473250411116366,0,0,MI,26,Master's,Married,1,224,0
1681,2021-08-11,35631,0.08321497046670275,24,785,151669,0.5951328198644641,4,Mortgage,Home Improvement,1877,7,21,25.0,0.9504271496301374,0,0,PA,66,Master's,Widowed,0,217,0
1682,2020-10-21,17499,0.06182116417513091,24,595,114655,0.47216842141085,8,Own,Credit Card Refinancing,1619,9,7,30.0,0.2107876339543837,1,0,NC,68,High School,Widowed,1,44,0
1683,2023-06-01,40852,0.18814526302265264,12,811,35025,0.46979324483912444,10,Own,Other,1071,6,19,34.0,0.17904123845076236,0,0,NY,62,PhD,Widowed,0,26,0
1684,2022-12-05,9016,0.1957572444513152,24,808,27145,0.22380944359945285,18,Rent,Other,461,9,29,8.0,0.24189630405944795,0,0,FL,29,Associate's,Widowed,0,36,0
1685,2023-02-10,3384,0.05939459821962796,48,762,121206,0.5167698157718869,1,Rent,Debt Consolidation,895,13,29,4.0,0.5518341943372664,0,0,NY,38,Associate's,Married,1,181,0
1686,2023-06-10,16072,0.23561035004576963,24,596,61723,0.3025510635235603,5,Mortgage,Other,531,12,12,51.0,0.9302998154332999,0,0,PA,39,Bachelor's,Married,0,92,0
1687,2020-01-17,37703,0.06822812788893551,60,612,93230,0.5809969549334113,0,Rent,Business,774,2,13,47.0,0.5738815907652576,0,0,CA,48,Associate's,Single,4,172,0
1688,2020-12-25,46895,0.10718010675424049,48,624,155902,0.14071384435346776,2,Own,Credit Card Refinancing,1643,13,24,7.0,0.2434824766058209,0,0,OH,52,Associate's,Married,2,12,0
1689,2023-05-31,15482,0.18447796255974092,36,631,175002,0.31792018443636305,2,Rent,Home Improvement,958,2,3,20.0,0.44045231532126206,1,0,OH,25,High School,Widowed,1,90,0
1690,2022-05-15,41510,0.08397451888089527,24,620,174824,0.37792024384174927,13,Own,Other,1529,14,28,15.0,0.39040013178574573,0,0,OH,23,Bachelor's,Divorced,0,68,0
1691,2021-11-30,49933,0.06108317768844889,24,696,128138,0.30257810354308246,19,Mortgage,Business,1113,2,6,50.0,0.04656946986243726,0,0,FL,26,Associate's,Married,0,108,1
1692,2021-03-23,22826,0.11622929783282997,60,793,82040,0.20528959525247167,4,Own,Home Improvement,1500,6,29,15.0,0.5106418485290586,0,0,GA,38,Associate's,Widowed,0,151,0
1693,2022-05-05,3490,0.20319431497103582,60,621,128668,0.3964942443912549,16,Rent,Business,1275,2,5,17.0,0.1260063866336738,0,0,IL,60,PhD,Single,0,104,0
1694,2020-12-30,47092,0.13273573579705208,12,781,75030,0.47795895731256877,14,Rent,Other,1445,3,10,46.0,0.842244042083875,0,0,NY,53,Associate's,Married,4,88,0
1695,2021-11-05,26518,0.18059458438158787,12,759,76815,0.42241929801009825,5,Mortgage,Other,1730,13,14,55.0,0.5489629092958968,0,0,IL,50,High School,Divorced,1,95,0
1696,2022-10-04,25045,0.16592381944562734,12,538,132789,0.21722442440401976,13,Rent,Credit Card Refinancing,1337,8,14,27.0,0.8446064826173758,0,0,MI,37,Associate's,Widowed,1,126,0
1697,2023-09-11,27910,0.054443696405116086,60,553,186762,0.46580397218426195,13,Mortgage,Debt Consolidation,675,8,16,17.0,0.9560446873780412,0,0,NC,22,Associate's,Married,4,30,0
1698,2021-04-11,25566,0.24770799740914135,12,660,77923,0.22844890302228163,16,Mortgage,Business,1188,11,3,13.0,0.9431882907502764,0,0,MI,33,Master's,Widowed,4,63,0
1699,2021-02-17,34905,0.058285617763877556,12,788,187644,0.18760118146202,7,Rent,Debt Consolidation,992,12,24,55.0,0.10042933430755374,0,0,CA,40,Associate's,Divorced,4,3,0
1700,2021-08-08,28103,0.24356054752969702,36,699,87904,0.44533400771936105,7,Own,Debt Consolidation,369,4,14,47.0,0.944817071550007,0,0,NY,30,Bachelor's,Divorced,1,208,0
1701,2023-06-10,37188,0.15997283567287965,12,775,180275,0.5213936230569646,18,Mortgage,Home Improvement,1660,9,8,36.0,0.7957472077895101,0,0,MI,69,Master's,Single,3,162,0
1702,2023-06-01,6845,0.24263180541301332,24,515,97088,0.3407697238482872,8,Own,Home Improvement,1223,8,24,39.0,0.777658105260791,0,0,GA,28,Bachelor's,Divorced,2,102,0
1703,2022-09-20,22162,0.07295071988276709,60,672,25608,0.36569589656921886,10,Rent,Business,1228,1,18,15.0,0.0901285402681754,0,0,IL,51,Bachelor's,Married,4,92,0
1704,2023-12-06,37674,0.14808170383710265,48,747,65667,0.25137378523561626,12,Own,Debt Consolidation,1254,8,9,20.0,0.17951470228359911,0,0,NC,36,High School,Divorced,4,177,0
1705,2021-07-25,20337,0.08390081837321173,36,717,75547,0.34730900755501615,12,Own,Credit Card Refinancing,1512,1,19,,0.9751633799147684,0,0,PA,65,Associate's,Married,1,172,0
1706,2020-11-30,23313,0.06019497540448848,60,586,173557,0.1659914990062036,18,Own,Debt Consolidation,1444,4,16,59.0,0.2133701571552944,0,0,GA,25,Bachelor's,Married,1,169,0
1707,2023-05-30,27943,0.1735058230124623,60,581,160934,0.577915414841495,18,Own,Home Improvement,537,10,16,10.0,0.16905333016740065,0,0,CA,27,Associate's,Widowed,2,48,0
1708,2020-02-06,13413,0.0915566841923383,24,561,148391,0.5001803268282982,4,Rent,Debt Consolidation,1142,6,6,10.0,0.36235161870946786,0,0,NC,59,Associate's,Married,0,199,1
1709,2022-09-15,1276,0.1675394036575092,12,786,95948,0.43398653041109236,15,Rent,Other,324,7,3,1.0,0.9133561975348903,0,0,NC,68,High School,Married,1,8,0
1710,2020-10-04,18611,0.07247289638979713,24,541,91880,0.3690971858422015,8,Own,Other,1741,10,17,31.0,0.47619346355655556,0,0,TX,56,High School,Single,2,135,0
1711,2023-05-04,40105,0.11639729428654055,12,511,77560,0.49608456811398227,19,Rent,Credit Card Refinancing,1689,13,6,53.0,0.9205837190890865,0,0,CA,23,Bachelor's,Widowed,1,37,0
1712,2022-07-04,12944,0.20632651161064944,12,820,135063,0.3473786197929022,2,Rent,Business,1089,4,24,18.0,0.3343387804152357,0,0,GA,26,Bachelor's,Married,1,183,0
1713,2021-04-28,16906,0.13741030436843754,60,733,114218,0.24998695407726626,18,Mortgage,Debt Consolidation,559,8,7,55.0,0.22652864522699934,0,0,GA,29,Master's,Single,1,71,0
1714,2023-06-19,21536,0.17554908297946728,12,828,134462,0.18018711758333603,4,Rent,Other,493,8,13,4.0,0.4952030088510355,0,0,NC,51,Associate's,Widowed,3,178,0
1715,2023-09-09,28810,0.1794915881491092,36,630,179487,0.42379279440090367,7,Own,Business,1349,14,6,2.0,0.6154768902618886,0,0,PA,69,Associate's,Divorced,3,82,0
1716,2021-12-31,13306,0.21875100879745873,36,614,170395,0.5647128725132571,13,Rent,Other,1011,14,21,27.0,0.3914989986135561,0,0,NC,40,High School,Married,4,112,0
1717,2020-07-10,11503,0.11498455888132826,36,717,37997,0.1768092767521756,2,Rent,Business,1483,14,9,25.0,0.34603050959453174,0,0,MI,51,High School,Divorced,3,103,0
1718,2022-11-06,20225,0.18745911251650352,60,636,141266,0.1900090225254034,12,Rent,Business,1553,9,12,22.0,0.21805928477324665,0,0,NC,52,Bachelor's,Widowed,2,21,0
1719,2021-06-07,37976,0.24232316140923316,24,605,23679,0.3168030167047675,10,Rent,Other,114,14,15,29.0,0.27500676622177145,0,0,FL,37,Master's,Widowed,1,34,0
1720,2022-07-06,12590,0.19604866687157363,48,678,60308,0.5034496739598445,7,Mortgage,Home Improvement,659,6,25,7.0,0.6731179631523008,0,0,IL,59,Master's,Single,3,177,1
1721,2021-02-04,11886,0.1479740953435489,12,515,190914,0.24696136448575232,18,Own,Business,1774,4,18,35.0,0.3698735386136779,0,0,PA,43,High School,Married,1,27,0
1722,2022-06-04,13866,0.17614348889838585,48,741,25695,0.22695646233501407,9,Own,Debt Consolidation,1103,2,11,28.0,0.07975704172102849,0,0,PA,54,High School,Married,0,8,0
1723,2021-12-05,2088,0.19793657955262164,24,833,78499,0.4099831457314169,17,Rent,Other,1669,7,3,12.0,0.13815538995253462,0,0,MI,43,Master's,Single,4,162,0
1724,2020-01-22,4363,0.1724551531387745,24,725,43382,0.36780739093716597,17,Rent,Home Improvement,513,10,4,58.0,0.3723791883911107,0,0,NY,29,Master's,Divorced,3,18,0
1725,2021-04-18,33792,0.053335162697967835,60,741,34235,0.13011018222261814,6,Mortgage,Other,1478,3,14,24.0,0.9245024298478619,0,0,FL,58,Bachelor's,Widowed,1,179,0
1726,2023-02-17,10764,0.08895469953744517,36,640,153438,0.14074498865463828,15,Rent,Credit Card Refinancing,1580,11,18,21.0,0.3790302616459803,0,0,NC,33,Master's,Single,0,233,0
1727,2020-07-28,21620,0.21209364344309323,36,698,178539,0.42150649009238306,5,Mortgage,Debt Consolidation,1845,13,28,45.0,0.06064207745167527,0,0,OH,26,Associate's,Widowed,4,140,0
1728,2020-11-01,43727,0.10453012946249694,24,611,132468,0.33256179957388976,15,Own,Credit Card Refinancing,1654,12,4,32.0,0.4179942578800159,1,0,NC,46,Master's,Divorced,4,214,0
1729,2023-07-17,13935,0.1963124239122268,60,626,26764,0.5854885957945735,15,Own,Business,1098,3,11,36.0,0.6688175939601658,0,0,PA,50,PhD,Divorced,0,51,0
1730,2021-12-04,9068,0.12442404304833975,60,520,133831,0.4392657053650324,0,Mortgage,Business,1319,3,29,52.0,0.5935961349482209,0,0,OH,34,Master's,Divorced,3,191,0
1731,2021-11-17,8295,0.15437686563158864,12,646,81836,0.10503683099661573,18,Own,Credit Card Refinancing,1961,4,9,6.0,0.2788029623860301,0,0,NC,47,High School,Married,3,168,0
1732,2020-10-11,42160,0.06359465996388074,36,588,51923,0.34050938990023094,2,Rent,Credit Card Refinancing,214,2,5,22.0,0.6880889230486941,0,0,FL,43,High School,Widowed,1,150,0
1733,2021-12-16,12390,0.08624511220994191,24,802,115711,0.3072239675177397,5,Rent,Business,1540,13,14,5.0,0.6306243738653324,0,0,NC,50,PhD,Widowed,2,136,0
1734,2022-02-01,42216,0.24143939270384693,48,702,36292,0.15335692999688436,3,Mortgage,Home Improvement,1475,13,8,14.0,0.1721729688289686,0,0,TX,33,Associate's,Single,1,234,0
1735,2023-06-04,21131,0.22802761068938282,36,584,144913,0.5616044179360951,3,Own,Debt Consolidation,1075,5,8,14.0,0.16214500356824502,0,0,GA,69,Master's,Widowed,1,156,1
1736,2022-08-05,30218,0.18045502217981005,12,666,152686,0.5025056495408619,3,Own,Other,1198,3,17,39.0,0.5471830820679408,0,0,TX,67,Master's,Married,1,178,1
1737,2021-01-15,11433,0.14192891947714747,60,571,40939,0.21504295421000094,9,Mortgage,Credit Card Refinancing,1785,10,28,33.0,0.6594385611161038,0,0,TX,64,PhD,Single,0,47,0
1738,2021-04-04,16038,0.18515225857904477,24,797,38800,0.2279903794214986,8,Mortgage,Debt Consolidation,135,5,6,13.0,0.9619105848602607,1,0,TX,49,Bachelor's,Divorced,4,56,0
1739,2022-10-27,29182,0.1737220578187878,36,508,76440,0.11600902665972548,7,Own,Other,341,12,29,28.0,0.4219306307317797,0,0,NC,30,Bachelor's,Widowed,4,160,0
1740,2020-01-29,12528,0.16371045112092242,48,780,174318,0.24835872578952048,18,Mortgage,Other,1786,13,18,15.0,0.7649392396719134,0,0,MI,31,Associate's,Married,2,139,0
1741,2022-06-25,22281,0.06183541437270837,12,757,147521,0.39231100445667677,16,Rent,Credit Card Refinancing,162,7,11,28.0,0.1165207472913764,0,0,TX,69,Master's,Married,3,149,0
1742,2022-11-22,49511,0.1765605221323014,12,774,141327,0.3104216941933341,16,Own,Home Improvement,765,9,5,22.0,0.8896090273156472,0,0,PA,63,Master's,Widowed,1,154,0
1743,2022-05-28,9605,0.20378400891423368,36,737,69648,0.5846277318598404,0,Mortgage,Home Improvement,608,2,24,9.0,0.6331075413988398,0,0,FL,47,Master's,Married,0,142,0
1744,2020-03-19,35782,0.24881633092911512,48,519,135192,0.12804008463183544,19,Mortgage,Debt Consolidation,287,9,15,46.0,0.6290303313512473,0,0,NY,57,High School,Divorced,0,79,0
1745,2022-08-04,2381,0.05221571051886194,12,732,182760,0.39571507944950535,13,Mortgage,Debt Consolidation,834,10,6,54.0,0.1424426338324355,0,0,TX,61,Bachelor's,Widowed,1,14,0
1746,2021-04-03,2098,0.19603469066213533,24,720,113498,0.5291547202535241,19,Own,Business,192,6,3,3.0,0.03958372952589795,0,0,IL,32,PhD,Widowed,0,204,0
1747,2021-07-23,20810,0.1643578631871961,12,825,49764,0.3403704562048613,10,Rent,Home Improvement,104,12,15,11.0,0.7014491379846196,0,0,MI,27,High School,Widowed,0,100,0
1748,2023-12-24,25322,0.13681043521619135,48,516,52470,0.10148136028019841,2,Rent,Debt Consolidation,1561,6,25,41.0,0.11705645896458661,0,0,FL,25,High School,Single,1,3,0
1749,2022-01-07,42869,0.07551403491427418,60,588,189573,0.2214007499131376,7,Own,Business,1289,11,19,33.0,0.1269701494839327,0,0,IL,48,Bachelor's,Divorced,2,236,0
1750,2023-08-01,33955,0.13181702972697526,60,695,77207,0.2618844878339831,9,Mortgage,Other,1569,3,28,3.0,0.18750014634698497,0,0,CA,45,Master's,Married,0,185,0
